exercises_id,exercises_decoding,exercises_name,exercises_aliases,exercises_type,exercises_focus,exercises_variation,exercises_motion,exercises_grip,exercises_configuration,exercises_facilitation,exercises_orientation,exercises_equipment,exercises_difficulty
447,"Pull Down (Lat) ⟮Crossover⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Crossover Lat Pull Down  /  with Cable Crossover Machine, Open D Handles",,Pull Down,Lat,Crossover,,,,,,"Cable Crossover Machine, Open D Handles",
446,"Pull Down (Lat) ⟮Shrug⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Lat Pulldown Machine, Lat Pulldown Bar⌋","Shrug Lat Pull Down  /  with Cable Lat Pulldown Machine, Lat Pulldown Bar",,Pull Down,Lat,Shrug,,,,,,"Cable Lat Pulldown Machine, Lat Pulldown Bar",
462,Pull In (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Leg Pull In  /  with Flat Bench,,Pull In,Leg,,,,,,,Flat Bench,
407,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope, Flat Bench⌋","Pull Over  /  with Cable Machine, Double Tricep Rope, Flat Bench",,Pull Over,,,,,,,,"Cable Machine, Double Tricep Rope, Flat Bench",
406,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Pull Over  /  with Cable Machine, Double Tricep Rope",,Pull Over,,,,,,,,"Cable Machine, Double Tricep Rope",
405,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Utility Bench⌋","Pull Over  /  with Cable Machine, Lat Pulldown Bar, Utility Bench",,Pull Over,,,,,,,,"Cable Machine, Lat Pulldown Bar, Utility Bench",
409,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Pull Over  /  with Dumbbell, Flat Bench",,Pull Over,,,,,,,,"Dumbbell, Flat Bench",
408,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Stability Ball⌋","Pull Over  /  with Dumbbell, Stability Ball",,Pull Over,,,,,,,,"Dumbbell, Stability Ball",
410,Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Pull Over  /  with Kettlebell,,Pull Over,,,,,,,,Kettlebell,
404,Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Pull Over Machine⌋,Pull Over  /  with Lever Pull Over Machine,,Pull Over,,,,,,,,Lever Pull Over Machine,
411,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼Bent Arm⧽ {-} ⌈-⌉ ⌊Barbell, Abdominal Bench⌋","Bent Arm Pull Over  /  with Barbell, Abdominal Bench",,Pull Over,,,,,Bent Arm,,,"Barbell, Abdominal Bench",
412,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼Bent Arm⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Bent Arm Pull Over  /  with Barbell, Flat Bench",,Pull Over,,,,,Bent Arm,,,"Barbell, Flat Bench",
413,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼Bent Arm⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋","Bent Arm Pull Over  /  with EZ Barbell, Flat Bench",,Pull Over,,,,,Bent Arm,,,"EZ Barbell, Flat Bench",
414,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Knees Straight Arms⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Raised Knees Straight Arms Pull Over  /  with Dumbbell, Flat Bench",,Pull Over,,,,,Raised Knees Straight Arms,,,"Dumbbell, Flat Bench",
415,"Pull Over (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straight Arm⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Straight Arm Pull Over  /  with Barbell, Flat Bench",,Pull Over,,,,,Straight Arm,,,"Barbell, Flat Bench",
416,"Pull Over (-) ⟮-⟯ [-] ⟨Tight Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Tight Grip Pull Over  /  with Dumbbell, Flat Bench",,Pull Over,,,,Tight Grip,,,,"Dumbbell, Flat Bench",
424,"Pull Through (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","Pull Through  /  with Cable Machine, D Handle",,Pull Through,,,,,,,,"Cable Machine, D Handle",
422,"Pull Through (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Pull Through  /  with Cable Machine, Double Tricep Rope",,Pull Through,,,,,,,,"Cable Machine, Double Tricep Rope",
423,Pull Through (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,Pull Through  /  with Dumbbell,,Pull Through,,,,,,,,Dumbbell,
420,"Pull Through (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Pull Through  /  with Loop Band, Anchor",,Pull Through,,,,,,,,"Loop Band, Anchor",
421,"Pull Through (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Pull Through  /  with Tube Band, D Handles, Anchor",,Pull Through,,,,,,,,"Tube Band, D Handles, Anchor",
432,"Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar, Dip Belt, Weight Plate⌋","Pull Up  /  with Pull Up Bar, Dip Belt, Weight Plate",,Pull Up,,,,,,,,"Pull Up Bar, Dip Belt, Weight Plate",
431,Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Pull Up  /  with Pull Up Bar,,Pull Up,,,,,,,,Pull Up Bar,
433,Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Handles⌋,Pull Up  /  with Pull Up Handles,,Pull Up,,,,,,,,Pull Up Handles,
435,Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Assisted} ⌈-⌉ ⌊Fixed Assisted Pull Up Machine⌋,Assisted Pull Up  /  with Fixed Assisted Pull Up Machine,,Pull Up,,,,,,Assisted,,Fixed Assisted Pull Up Machine,
436,"Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Assisted} ⌈-⌉ ⌊Pull Up Bar, Pull Up Band⌋","Assisted Pull Up  /  with Pull Up Bar, Pull Up Band",,Pull Up,,,,,,Assisted,,"Pull Up Bar, Pull Up Band",
434,"Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Pull Up Bar, Dumbbell⌋","1 Arm Pull Up  /  with Pull Up Bar, Dumbbell",,Pull Up,,,,,1 Arm,,,"Pull Up Bar, Dumbbell",
430,Pull Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Upside Down⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Upside Down Pull Up  /  with Pull Up Bar,,Pull Up,,,,,Upside Down,,,Pull Up Bar,
438,Pull Up (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Close Grip Pull Up  /  with Pull Up Bar,,Pull Up,,,,Close Grip,,,,Pull Up Bar,
441,"Pull Up (-) ⟮-⟯ [-] ⟨Neutral Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar, Dip Belt, Weight Plate⌋","Neutral Grip Pull Up  /  with Pull Up Bar, Dip Belt, Weight Plate",,Pull Up,,,,Neutral Grip,,,,"Pull Up Bar, Dip Belt, Weight Plate",
440,Pull Up (-) ⟮-⟯ [-] ⟨Neutral Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Neutral Grip Pull Up  /  with Pull Up Bar,,Pull Up,,,,Neutral Grip,,,,Pull Up Bar,
442,Pull Up (-) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Reverse Grip Pull Up  /  with Pull Up Bar,,Pull Up,,,,Reverse Grip,,,,Pull Up Bar,
443,Pull Up (-) ⟮-⟯ [-] ⟨Wide Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Wide Grip Pull Up  /  with Pull Up Bar,,Pull Up,,,,Wide Grip,,,,Pull Up Bar,
437,Pull Up (-) ⟮-⟯ [Behind Neck] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Behind Neck Pull Up  /  with Pull Up Bar,,Pull Up,,,Behind Neck,,,,,Pull Up Bar,
439,Pull Up (-) ⟮-⟯ [Hold] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Pull Up Hold  /  with Pull Up Bar,,Pull Up,,,Hold,,,,,Pull Up Bar,
427,"Pull Up (-) ⟮-⟯ [Negative] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar, Plyometric Box⌋","Negative Pull Up  /  with Pull Up Bar, Plyometric Box",,Pull Up,,,Negative,,,,,"Pull Up Bar, Plyometric Box",
444,Pull Up (-) ⟮-⟯ [Vertical] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Rope Pull Machine⌋,Vertical Pull Up  /  with Rope Pull Machine,,Pull Up,,,Vertical,,,,,Rope Pull Machine,
425,Pull Up (-) ⟮Archer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Archer Pull Up  /  with Pull Up Bar,,Pull Up,,Archer,,,,,,Pull Up Bar,
426,Pull Up (-) ⟮Commando⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Commando Pull Up  /  with Pull Up Bar,,Pull Up,,Commando,,,,,,Pull Up Bar,
428,Pull Up (-) ⟮Isometric⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Isometric Pull Up  /  with Pull Up Bar,,Pull Up,,Isometric,,,,,,Pull Up Bar,
429,Pull Up (-) ⟮Jumping⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Jumping Pull Up  /  with Pull Up Bar,,Pull Up,,Jumping,,,,,,Pull Up Bar,
445,Pull Up (Brachialis) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Close Grip Brachialis Pull Up  /  with Pull Up Bar,,Pull Up,Brachialis,,,Close Grip,,,,Pull Up Bar,
464,Pull Up (Scapula) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pull Up Bar⌋,Scapula Pull Up  /  with Pull Up Bar,,Pull Up,Scapula,,,,,,,Pull Up Bar,
465,Pump (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Frog Pump  /  -,,Pump,,Frog,,,,,,-,
466,Punch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Punch  /  -,,Punch,,,,,,,,-,
467,Push (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Push Sled⌋,Push  /  with Push Sled,,Push,,,,,,,,Push Sled,
468,"Push Down (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Push Down  /  with Cable Machine, Double Tricep Rope",,Push Down,,,,,,,,"Cable Machine, Double Tricep Rope",
469,"Push Down (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, V Bar⌋","Push Down  /  with Cable Machine, V Bar",,Push Down,,,,,,,,"Cable Machine, V Bar",
472,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Curl Bar⌋","Tricep Push Down  /  with Cable Machine, Curl Bar",,Push Down,Tricep,,,,,,,"Cable Machine, Curl Bar",
476,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double D Handle⌋","Tricep Push Down  /  with Cable Machine, Double D Handle",,Push Down,Tricep,,,,,,,"Cable Machine, Double D Handle",
474,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Tricep Push Down  /  with Cable Machine, Double Tricep Rope",,Push Down,Tricep,,,,,,,"Cable Machine, Double Tricep Rope",
473,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar⌋","Tricep Push Down  /  with Cable Machine, Straight Bar",,Push Down,Tricep,,,,,,,"Cable Machine, Straight Bar",
475,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, V Bar⌋","Tricep Push Down  /  with Cable Machine, V Bar",,Push Down,Tricep,,,,,,,"Cable Machine, V Bar",
470,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Tricep Push Down  /  with Loop Band, Anchor",,Push Down,Tricep,,,,,,,"Loop Band, Anchor",
471,"Push Down (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Tricep Push Down  /  with Tube Band, D Handles, Anchor",,Push Down,Tricep,,,,,,,"Tube Band, D Handles, Anchor",
478,"Push Down (Tricep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, EZ Handle⌋","Reverse Grip Tricep Push Down  /  with Cable Machine, EZ Handle",,Push Down,Tricep,,,Reverse Grip,,,,"Cable Machine, EZ Handle",
479,"Push Down (Tricep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar⌋","Reverse Grip Tricep Push Down  /  with Cable Machine, Straight Bar",,Push Down,Tricep,,,Reverse Grip,,,,"Cable Machine, Straight Bar",
477,"Push Down (Tricep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle, Anchor⌋","1 Arm Reverse Grip Tricep Push Down  /  with Tube Band, D Handle, Anchor",,Push Down,Tricep,,,Reverse Grip,1 Arm,,,"Tube Band, D Handle, Anchor",
480,"Push Down (Tricep) ⟮-⟯ [Lateral] ⟨Reverse Grip⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Reverse Grip Lateral Tricep Push Down  /  with Cable Machine, D Handle",,Push Down,Tricep,,Lateral,Reverse Grip,1 Arm,,,"Cable Machine, D Handle",
481,Push Jerk (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Push Jerk  /  with Barbell,,Push Jerk,,,,,,,,Barbell,
482,Push Jerk (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Push Jerk  /  with Dumbbells,,Push Jerk,,,,,,,,Dumbbells,
483,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Push Up  /  -,,Push Up,,,,,,,,-,
484,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Bosu Ball⌋,Push Up  /  with Bosu Ball,,Push Up,,,,,,,,Bosu Ball,
485,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band⌋,Push Up  /  with Loop Band,,Push Up,,,,,,,,Loop Band,
486,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Parallettes⌋,Push Up  /  with Parallettes,,Push Up,,,,,,,,Parallettes,
490,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Plyometric Box⌋,Push Up  /  with Plyometric Box,,Push Up,,,,,,,,Plyometric Box,
487,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Push Up Bars⌋,Push Up  /  with Push Up Bars,,Push Up,,,,,,,,Push Up Bars,
529,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋,Push Up  /  with Stability Ball,,Push Up,,,,,,,,Stability Ball,
491,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Step Platform⌋,Push Up  /  with Step Platform,,Push Up,,,,,,,,Step Platform,
495,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋,Push Up  /  with Suspension Trainer,,Push Up,,,,,,,,Suspension Trainer,
493,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Push Up  /  with Wall,,Push Up,,,,,,,,Wall,
488,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate⌋,Push Up  /  with Weight Plate,,Push Up,,,,,,,,Weight Plate,
489,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Vest⌋,Push Up  /  with Weight Vest,,Push Up,,,,,,,,Weight Vest,
498,"Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Assisted} ⌈-⌉ ⌊Pull Up Band, Anchor⌋","Assisted Push Up  /  with Pull Up Band, Anchor",,Push Up,,,,,,Assisted,,"Pull Up Band, Anchor",
499,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Assisted} ⌈-⌉ ⌊Weight Plate⌋,Assisted Push Up  /  with Weight Plate,,Push Up,,,,,,Assisted,,Weight Plate,
522,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Deficit} ⌈-⌉ ⌊Mini Step Platform⌋,Deficit Push Up  /  with Mini Step Platform,,Push Up,,,,,,Deficit,,Mini Step Platform,
496,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊-⌋,1 Arm Push Up  /  -,,Push Up,,,,,1 Arm,,,-,
510,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {Supported} ⌈-⌉ ⌊Flat Bench⌋,Supported 1 Arm Push Up  /  with Flat Bench,,Push Up,,,,,1 Arm,Supported,,Flat Bench,
497,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊-⌋,1 Leg Push Up  /  -,,Push Up,,,,,1 Leg,,,-,
520,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Declined⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Declined Push Up  /  with Flat Bench,,Push Up,,,,,Declined,,,Flat Bench,
492,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Inclined⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Inclined Push Up  /  with Flat Bench,,Push Up,,,,,Inclined,,,Flat Bench,
494,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽ {-} ⌈-⌉ ⌊-⌋,Kneeling Push Up  /  -,,Push Up,,,,,Kneeling,,,-,
507,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Arm⧽ {-} ⌈-⌉ ⌊-⌋,Raised Arm Push Up  /  -,,Push Up,,,,,Raised Arm,,,-,
508,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Legs⧽ {-} ⌈-⌉ ⌊Stability Ball⌋,Raised Legs Push Up  /  with Stability Ball,,Push Up,,,,,Raised Legs,,,Stability Ball,
512,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Unstable⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋,Unstable Push Up  /  with Medicine Ball,,Push Up,,,,,Unstable,,,Medicine Ball,
513,Push Up (-) ⟮-⟯ [-] ⟨-⟩ ⧼Wide Arms⧽ {-} ⌈-⌉ ⌊-⌋,Wide Arms Push Up  /  -,,Push Up,,,,,Wide Arms,,,-,
500,Push Up (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Close Grip Push Up  /  -,,Push Up,,,,Close Grip,,,,-,
501,Push Up (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼Inclined⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,Inclined Close Grip Push Up  /  with Dumbbell,,Push Up,,,,Close Grip,Inclined,,,Dumbbell,
502,Push Up (-) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼Kneeling⧽ {-} ⌈-⌉ ⌊-⌋,Kneeling Close Grip Push Up  /  -,,Push Up,,,,Close Grip,Kneeling,,,-,
503,Push Up (-) ⟮-⟯ [-] ⟨Fingers⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Fingers Push Up  /  -,,Push Up,,,,Fingers,,,,-,
504,Push Up (-) ⟮-⟯ [-] ⟨Full Wrist⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Full Wrist Push Up  /  -,,Push Up,,,,Full Wrist,,,,-,
505,Push Up (-) ⟮-⟯ [-] ⟨Half Wrist⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Half Wrist Push Up  /  -,,Push Up,,,,Half Wrist,,,,-,
506,Push Up (-) ⟮-⟯ [-] ⟨Narrow Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Narrow Grip Push Up  /  with Wall,,Push Up,,,,Narrow Grip,,,,Wall,
509,Push Up (-) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Reverse Grip Push Up  /  -,,Push Up,,,,Reverse Grip,,,,-,
511,Push Up (-) ⟮-⟯ [-] ⟨Uneven⟩ ⧼Unstable⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋,Unstable Push Up  /  with Medicine Ball,,Push Up,,,,Uneven,Unstable,,,Medicine Ball,
531,Push Up (-) ⟮-⟯ [Negative] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Negative Push Up  /  -,,Push Up,,,Negative,,,,,-,
537,Push Up (-) ⟮-⟯ [Plyometric] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Plyometric Push Up  /  -,,Push Up,,,Plyometric,,,,,-,
538,Push Up (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Reverse Push Up  /  -,,Push Up,,,Reverse,,,,,-,
514,Push Up (-) ⟮Archer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Archer Push Up  /  -,,Push Up,,Archer,,,,,,-,
515,Push Up (-) ⟮Chest Tap⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Chest Tap Push Up  /  -,,Push Up,,Chest Tap,,,,,,-,
516,Push Up (-) ⟮Clapping⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Clapping Push Up  /  -,,Push Up,,Clapping,,,,,,-,
517,Push Up (-) ⟮Cobra⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cobra Push Up  /  -,,Push Up,,Cobra,,,,,,-,
518,Push Up (-) ⟮Cross Arm⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cross Arm Push Up  /  -,,Push Up,,Cross Arm,,,,,,-,
519,Push Up (-) ⟮Cross Body⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cross Body Push Up  /  -,,Push Up,,Cross Body,,,,,,-,
521,Push Up (-) ⟮Deep⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebells⌋,Deep Push Up  /  with Kettlebells,,Push Up,,Deep,,,,,,Kettlebells,
523,Push Up (-) ⟮Diamond⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Diamond Push Up  /  -,,Push Up,,Diamond,,,,,,-,
524,Push Up (-) ⟮Diamond⟯ [-] ⟨-⟩ ⧼Kneeling⧽ {-} ⌈-⌉ ⌊-⌋,Kneeling Diamond Push Up  /  -,,Push Up,,Diamond,,,Kneeling,,,-,
525,Push Up (-) ⟮Dive Bomber⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Dive Bomber Push Up  /  -,,Push Up,,Dive Bomber,,,,,,-,
526,Push Up (-) ⟮Drop⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Benches⌋,Drop Push Up  /  with Flat Benches,,Push Up,,Drop,,,,,,Flat Benches,
528,Push Up (-) ⟮Hindu⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Hindu Push Up  /  -,,Push Up,,Hindu,,,,,,-,
527,Push Up (-) ⟮Hindu⟯ [-] ⟨-⟩ ⧼-⧽ {Modified} ⌈-⌉ ⌊-⌋,Modified Hindu Push Up  /  -,,Push Up,,Hindu,,,,Modified,,-,
530,Push Up (-) ⟮Knuckle⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Knuckle Push Up  /  -,,Push Up,,Knuckle,,,,,,-,
533,Push Up (-) ⟮Pike⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Pike Push Up  /  -,,Push Up,,Pike,,,,,,-,
535,Push Up (-) ⟮Pike⟯ [-] ⟨-⟩ ⧼-⧽ {Elevated} ⌈-⌉ ⌊Chairs⌋,Elevated Pike Push Up  /  with Chairs,,Push Up,,Pike,,,,Elevated,,Chairs,
534,Push Up (-) ⟮Pike⟯ [-] ⟨-⟩ ⧼-⧽ {Elevated} ⌈-⌉ ⌊Flat Bench⌋,Elevated Pike Push Up  /  with Flat Bench,,Push Up,,Pike,,,,Elevated,,Flat Bench,
536,Push Up (-) ⟮Plus⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Plus Push Up  /  -,,Push Up,,Plus,,,,,,-,
