id,decoding,title,aliases,categories,subcategories,types,focuses,variations,motions,grips,configurations,facilitations,orientations,equipment,positions,difficulty,source
539,Push Up (-) ⟮Rotation⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Push Up Rotation  /  -,,"Balance, Strength",Bodyweight,Push Up,,Rotation,,,,,,,"Low Plank, High Plank, Lateral High Plank",,../Exercises/Push Up (-) ⟮Rotation⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
540,Push Up (-) ⟮Shoulder Tap⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Shoulder Tap Push Up  /  -,,Strength,Bodyweight,Push Up,,Shoulder Tap,,,,,,,"Low Plank, 1 Arm High Plank",,../Exercises/Push Up (-) ⟮Shoulder Tap⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
541,Push Up (-) ⟮Sphinx⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Sphinx Push Up  /  -,,Strength,Bodyweight,Push Up,,Sphinx,,,,,,,"Plank, High Plank",,../Exercises/Push Up (-) ⟮Sphinx⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
542,Push Up (-) ⟮Toe Touch⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Toe Touch Push Up  /  -,,"Balance, Flexibility, Strength",Bodyweight,Push Up,,Toe Touch,,,,,,,"Low Plank, 1 Arm Downward Dog",,../Exercises/Push Up (-) ⟮Toe Touch⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
532,Push Up (-) ⟮Unstable⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {Offset} ⌈-⌉ ⌊Medicine Ball⌋,Offset 1 Arm Unstable Push Up  /  with Medicine Ball,,Strength,Bodyweight,Push Up,,Unstable,,,1 Arm,Offset,,Medicine Ball,"Inclined 1 Arm Low Plank, Inclined 1 Arm High Plank",,../Exercises/Push Up (-) ⟮Unstable⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {Offset} ⌈-⌉ ⌊Medicine Ball⌋
543,Push Up (Elbow) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Benches⌋,Reverse Elbow Push Up  /  with Flat Benches,,Strength,Bodyweight,Push Up,Elbow,,Reverse,,,,,Flat Benches,Suspended,,../Exercises/Push Up (Elbow) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Benches⌋
544,Push Up (Forearm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Forearm Push Up  /  -,,Strength,Bodyweight,Push Up,Forearm,,,,,,,,"Low Plank, High Plank",,../Exercises/Push Up (Forearm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
545,Push Up (Scapula) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Scapula Push Up  /  -,,Strength,Bodyweight,Push Up,Scapula,,,,,,,,High Plank,,../Exercises/Push Up (Scapula) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
546,"Raise (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Lateral Raise  /  with Dumbbell, Flat Bench",,Strength,Free Weight,Raise,,,Lateral,,,,,"Dumbbell, Flat Bench",Lateral Lying,,"../Exercises/Raise (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋"
548,Raise (Arm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,,,,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
549,Raise (Arm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Supported} ⌈-⌉ ⌊Wall⌋,Supported Arm Raise  /  with Wall,,Strength,Bodyweight,Raise,Arm,,,,,Supported,,Wall,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Supported} ⌈-⌉ ⌊Wall⌋
563,"Raise (Arm) ⟮-⟯ [Diagonal] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Diagonal Arm Raise  /  with Tube Band, D Handles, Anchor",,Strength,Resistance Band,Raise,Arm,,Diagonal,,,,,"Tube Band, D Handles, Anchor",Standing,,"../Exercises/Raise (Arm) ⟮-⟯ [Diagonal] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋"
551,Raise (Arm) ⟮-⟯ [Front Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Front Twisting Arm Raise  /  with EZ Barbell,,Strength,Free Weight,Raise,Arm,,"Front, Twisting",,,,,EZ Barbell,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Front Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋
554,Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Front Arm Raise  /  with Barbell,,Strength,Free Weight,Raise,Arm,,Front,,,,,Barbell,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
556,"Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Front Arm Raise  /  with Cable Crossover Machine, Open D Handles",,Strength,Weight Machine,Raise,Arm,,Front,,,,,"Cable Crossover Machine, Open D Handles",Legs Apart Standing,,"../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋"
555,"Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋","Front Arm Raise  /  with Cable Machine, Lat Pulldown Bar",,Strength,Weight Machine,Raise,Arm,,Front,,,,,"Cable Machine, Lat Pulldown Bar",Standing,,"../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋"
560,Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,Front Arm Raise  /  with Dumbbell,,Strength,Free Weight,Raise,Arm,,Front,,,,,Dumbbell,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋
553,"Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Utility Bench⌋","Front Arm Raise  /  with Dumbbells, Utility Bench",,Strength,Free Weight,Raise,Arm,,Front,,,,,"Dumbbells, Utility Bench",Sitting,,"../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Utility Bench⌋"
557,Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Front Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Front,,,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
552,"Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Inclined Bench⌋","Front Arm Raise  /  with EZ Barbell, Inclined Bench",,Strength,Free Weight,Raise,Arm,,Front,,,,,"EZ Barbell, Inclined Bench",Inclined Backward Sitting,,"../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Inclined Bench⌋"
558,Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate⌋,Front Arm Raise  /  with Weight Plate,,Strength,Free Weight,Raise,Arm,,Front,,,,,Weight Plate,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate⌋
559,"Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Front Arm Raise  /  with Cable Machine, D Handle",,Strength,Weight Machine,Raise,Arm,,Front,,1 Arm,,,"Cable Machine, D Handle",Standing,,"../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋"
561,"Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Alternating Front Arm Raise  /  with Dumbbells, Flat Bench",,Strength,Free Weight,Raise,Arm,,Front,,Alternating,,,"Dumbbells, Flat Bench",Sitting,,"../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
562,Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Alternating Front Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Front,,Alternating,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Front] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
583,"Raise (Arm) ⟮-⟯ [Lateral Bellow Legs] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Lateral Bellow Legs Arm Raise  /  with Dumbbells, Flat Bench",,Strength,Free Weight,Raise,Arm,,"Bellow Legs, Lateral",,,,,"Dumbbells, Flat Bench","Sitting, Bent",,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral Bellow Legs] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
566,Raise (Arm) ⟮-⟯ [Lateral to Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Lateral to Front Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Lateral to Front,,,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral to Front] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
574,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lateral Arm Raise  /  -,,Strength,Bodyweight,Raise,Arm,,Lateral,,,,,,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
575,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Lateral Arm Raise  /  with Cable Crossover Machine, Open D Handles",,Strength,Weight Machine,Raise,Arm,,Lateral,,,,,"Cable Crossover Machine, Open D Handles",Standing,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋"
569,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","Lateral Arm Raise  /  with Cable Machine, D Handle",,Strength,Weight Machine,Raise,Arm,,Lateral,,,,,"Cable Machine, D Handle",Lateral Leaning,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋"
568,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Inclined Bench⌋","Lateral Arm Raise  /  with Dumbbell, Inclined Bench",,Strength,Free Weight,Raise,Arm,,Lateral,,,,,"Dumbbell, Inclined Bench",Inclined Lateral Lying,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Inclined Bench⌋"
570,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Lateral Arm Raise  /  with Dumbbells, Flat Bench",,Strength,Free Weight,Raise,Arm,,Lateral,,,,,"Dumbbells, Flat Bench",Lowered Knees Prone Lying,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
572,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Utility Bench⌋","Lateral Arm Raise  /  with Dumbbells, Utility Bench",,Strength,Free Weight,Raise,Arm,,Lateral,,,,,"Dumbbells, Utility Bench",Sitting,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Utility Bench⌋"
573,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Sitting Lateral Raise Machine⌋,Lateral Arm Raise  /  with Fixed Sitting Lateral Raise Machine,,Strength,Weight Machine,Raise,Arm,,Lateral,,,,,Fixed Sitting Lateral Raise Machine,Sitting,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Sitting Lateral Raise Machine⌋
577,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebells⌋,Lateral Arm Raise  /  with Kettlebells,,Strength,Free Weight,Raise,Arm,,Lateral,,,,,Kettlebells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebells⌋
571,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Sitting Lateral Raise Machine⌋,Lateral Arm Raise  /  with Lever Sitting Lateral Raise Machine,,Strength,Weight Machine,Raise,Arm,,Lateral,,,,,Lever Sitting Lateral Raise Machine,Sitting,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Sitting Lateral Raise Machine⌋
567,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈Bent⌉ ⌊Dumbbells⌋,Lateral Arm Raise  /  at Bent Orientation  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Lateral,,,,Bent,Dumbbells,Bent,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈Bent⌉ ⌊Dumbbells⌋
576,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Dumbbells⌋,Lateral Arm Raise  /  at Standing Orientation  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Lateral,,,,Standing,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Dumbbells⌋
578,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Bent⌉ ⌊Cable Machine, D Handle⌋","1 Arm Lateral Arm Raise  /  at Bent Orientation  /  with Cable Machine, D Handle",,Strength,Weight Machine,Raise,Arm,,Lateral,,1 Arm,,Bent,"Cable Machine, D Handle",Bent,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Bent⌉ ⌊Cable Machine, D Handle⌋"
579,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Lateral Leaning⌉ ⌊Dumbbell⌋,1 Arm Lateral Arm Raise  /  at Lateral Leaning Orientation  /  with Dumbbell,,Strength,Free Weight,Raise,Arm,,Lateral,,1 Arm,,Lateral Leaning,Dumbbell,Lateral Leaning,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Lateral Leaning⌉ ⌊Dumbbell⌋
580,"Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Standing⌉ ⌊Cable Machine, D Handle⌋","1 Arm Lateral Arm Raise  /  at Standing Orientation  /  with Cable Machine, D Handle",,Strength,Weight Machine,Raise,Arm,,Lateral,,1 Arm,,Standing,"Cable Machine, D Handle",Standing,,"../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Standing⌉ ⌊Cable Machine, D Handle⌋"
581,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Standing⌉ ⌊Dumbbell⌋,1 Arm Lateral Arm Raise  /  at Standing Orientation  /  with Dumbbell,,Strength,Free Weight,Raise,Arm,,Lateral,,1 Arm,,Standing,Dumbbell,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Standing⌉ ⌊Dumbbell⌋
565,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼4 Way⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,4 Way Lateral Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Lateral,,4 Way,,,Dumbbells,"Standing, Bent",,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼4 Way⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
582,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Alternating Lateral Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Lateral,,Alternating,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
584,Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼Bent Arm⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Bent Arm Lateral Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,,Lateral,,Bent Arm,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮-⟯ [Lateral] ⟨-⟩ ⧼Bent Arm⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
585,Raise (Arm) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Free Bar⌋,Reverse Arm Raise  /  with Free Bar,,Strength,Free Weight,Raise,Arm,,Reverse,,,,,Free Bar,Partial Squatting,,../Exercises/Raise (Arm) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Free Bar⌋
550,Raise (Arm) ⟮6 Way⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,6 Way Arm Raise  /  with Dumbbells,,Strength,Free Weight,Raise,Arm,6 Way,,,,,,Dumbbells,Standing,,../Exercises/Raise (Arm) ⟮6 Way⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
564,Raise (Arm) ⟮Landmine⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Single Grip T Bar Machine⌋,Lateral Landmine Arm Raise  /  with Lever Single Grip T Bar Machine,,Strength,Weight Machine,Raise,Arm,Landmine,Lateral,,,,,Lever Single Grip T Bar Machine,Standing,,../Exercises/Raise (Arm) ⟮Landmine⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Single Grip T Bar Machine⌋
586,"Raise (Arm) ⟮T⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","T Arm Raise  /  with Dumbbells, Inclined Bench",,Strength,Free Weight,Raise,Arm,T,,,,,,"Dumbbells, Inclined Bench",Inclined Forward Straddling,,"../Exercises/Raise (Arm) ⟮T⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋"
588,"Raise (Arm) ⟮Y⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋","Y Arm Raise  /  with Cable Machine, D Handles",,Strength,Weight Machine,Raise,Arm,Y,,,,,,"Cable Machine, D Handles",Standing,,"../Exercises/Raise (Arm) ⟮Y⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋"
587,"Raise (Arm) ⟮Y⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Y Arm Raise  /  with Dumbbells, Inclined Bench",,Strength,Free Weight,Raise,Arm,Y,,,,,,"Dumbbells, Inclined Bench",Inclined Forward Straddling,,"../Exercises/Raise (Arm) ⟮Y⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋"
589,Raise (Backhand) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Backhand Raise  /  -,,Strength,Bodyweight,Raise,Backhand,,,,,,,,Squatting,,../Exercises/Raise (Backhand) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
596,"Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Calf Raise  /  with Barbell, Flat Bench",,Strength,Free Weight,Raise,Calf,,,,,,,"Barbell, Flat Bench",Sitting,,"../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋"
603,"Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Step Platform⌋","Calf Raise  /  with Barbell, Step Platform",,Strength,Free Weight,Raise,Calf,,,,,,,"Barbell, Step Platform",Standing,,"../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Step Platform⌋"
604,"Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Dip Belt, Flat Bench⌋","Calf Raise  /  with Cable Machine, Dip Belt, Flat Bench",,"Balance, Strength",Bodyweight,Raise,Calf,,,,,,,"Cable Machine, Dip Belt, Flat Bench",Standing,,"../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Dip Belt, Flat Bench⌋"
597,"Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Step Platform⌋","Calf Raise  /  with Dumbbell, Step Platform",,Strength,Free Weight,Raise,Calf,,,,,,,"Dumbbell, Step Platform",Sitting,,"../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Step Platform⌋"
605,"Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Step Platform⌋","Calf Raise  /  with Dumbbells, Step Platform",,Strength,Free Weight,Raise,Calf,,,,,,,"Dumbbells, Step Platform",Standing,,"../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Step Platform⌋"
592,Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Sitting Leg Press Machine⌋,Calf Raise  /  with Fixed Sitting Leg Press Machine,,Strength,Weight Machine,Raise,Calf,,,,,,,Fixed Sitting Leg Press Machine,Inclined Semi Fowler,,../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Sitting Leg Press Machine⌋
600,Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Standing Calf Machine⌋,Calf Raise  /  with Fixed Standing Calf Machine,,"Balance, Strength",Weight Machine,Raise,Calf,,,,,,,Fixed Standing Calf Machine,Standing,,../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Standing Calf Machine⌋
591,Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Inclined Bench⌋,Calf Raise  /  with Inclined Bench,,"Balance, Strength",Bodyweight,Raise,Calf,,,,,,,Inclined Bench,1 Leg Standing,,../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Inclined Bench⌋
601,Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Deadlift Machine⌋,Calf Raise  /  with Lever Deadlift Machine,,Strength,Weight Machine,Raise,Calf,,,,,,,Lever Deadlift Machine,Standing,,../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Deadlift Machine⌋
593,Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Declined Sitting Leg Press Machine⌋,Calf Raise  /  with Lever Declined Sitting Leg Press Machine,,Strength,Weight Machine,Raise,Calf,,,,,,,Lever Declined Sitting Leg Press Machine,Declined High Fowler,,../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Declined Sitting Leg Press Machine⌋
590,Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Hack Squat Machine⌋,Calf Raise  /  with Lever Hack Squat Machine,,Strength,Weight Machine,Raise,Calf,,,,,,,Lever Hack Squat Machine,1 Leg Backward Leaning,,../Exercises/Raise (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Hack Squat Machine⌋
